Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cu6n,Question Key,Response
1,1597402397630,14/08/2020 10:53:17,1597402397560,1,14/08/2020 11:53:17,15519,26,questionnaire-mkjr,,6492001,BLIND,1852241,,complete,,5f366d0f68720501413670c4,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,2560x1440,504x509,,Consent,6,LF,BEGIN QUESTIONNAIRE,
2,1597402404007,14/08/2020 10:53:24,1597402403974,1,14/08/2020 11:53:23,15519,26,questionnaire-mkjr,,6492001,BLIND,1852241,,complete,,5f366d0f68720501413670c4,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,2560x1440,489x509,,Consent,6,LF,q1,1
3,1597402404069,14/08/2020 10:53:24,1597402403975,1,14/08/2020 11:53:23,15519,26,questionnaire-mkjr,,6492001,BLIND,1852241,,complete,,5f366d0f68720501413670c4,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,2560x1440,489x509,,Consent,6,LF,q4,1
4,1597402404069,14/08/2020 10:53:24,1597402403975,1,14/08/2020 11:53:23,15519,26,questionnaire-mkjr,,6492001,BLIND,1852241,,complete,,5f366d0f68720501413670c4,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,2560x1440,489x509,,Consent,6,LF,q6,1
5,1597402404069,14/08/2020 10:53:24,1597402403975,1,14/08/2020 11:53:23,15519,26,questionnaire-mkjr,,6492001,BLIND,1852241,,complete,,5f366d0f68720501413670c4,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,2560x1440,489x509,,Consent,6,LF,END QUESTIONNAIRE,6415
1,1597402400002,14/08/2020 10:53:20,1597402399918,1,14/08/2020 11:53:19,15519,26,questionnaire-mkjr,,6492003,BLIND,1852242,,complete,,5f366d14f0da530199ba51a4,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 84.0.4147.105,1440x900,1440x821,,Consent,6,LF,BEGIN QUESTIONNAIRE,
2,1597402434472,14/08/2020 10:53:54,1597402434420,1,14/08/2020 11:53:54,15519,26,questionnaire-mkjr,,6492003,BLIND,1852242,,complete,,5f366d14f0da530199ba51a4,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 84.0.4147.105,1440x900,1440x821,,Consent,6,LF,q1,1
3,1597402434738,14/08/2020 10:53:54,1597402434423,1,14/08/2020 11:53:54,15519,26,questionnaire-mkjr,,6492003,BLIND,1852242,,complete,,5f366d14f0da530199ba51a4,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 84.0.4147.105,1440x900,1440x821,,Consent,6,LF,q4,1
4,1597402434738,14/08/2020 10:53:54,1597402434423,1,14/08/2020 11:53:54,15519,26,questionnaire-mkjr,,6492003,BLIND,1852242,,complete,,5f366d14f0da530199ba51a4,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 84.0.4147.105,1440x900,1440x821,,Consent,6,LF,q6,1
5,1597402434738,14/08/2020 10:53:54,1597402434423,1,14/08/2020 11:53:54,15519,26,questionnaire-mkjr,,6492003,BLIND,1852242,,complete,,5f366d14f0da530199ba51a4,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 84.0.4147.105,1440x900,1440x821,,Consent,6,LF,END QUESTIONNAIRE,34505
1,1597402401283,14/08/2020 10:53:21,1597402400833,1,14/08/2020 11:53:20,15519,26,questionnaire-mkjr,,6492004,BLIND,1852243,,complete,,5f366d14cbadb3000ad4c975,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 84.0.4147.105,1440x900,1440x789,,Consent,6,LF,BEGIN QUESTIONNAIRE,
2,1597402429501,14/08/2020 10:53:49,1597402429486,1,14/08/2020 11:53:49,15519,26,questionnaire-mkjr,,6492004,BLIND,1852243,,complete,,5f366d14cbadb3000ad4c975,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 84.0.4147.105,1440x900,1440x789,,Consent,6,LF,q1,1
3,1597402429579,14/08/2020 10:53:49,1597402429488,1,14/08/2020 11:53:49,15519,26,questionnaire-mkjr,,6492004,BLIND,1852243,,complete,,5f366d14cbadb3000ad4c975,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 84.0.4147.105,1440x900,1440x789,,Consent,6,LF,q4,1
4,1597402429579,14/08/2020 10:53:49,1597402429489,1,14/08/2020 11:53:49,15519,26,questionnaire-mkjr,,6492004,BLIND,1852243,,complete,,5f366d14cbadb3000ad4c975,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 84.0.4147.105,1440x900,1440x789,,Consent,6,LF,q6,1
