Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cu6n,Question Key,Response
1,1596622178820,05/08/2020 10:09:38,1596622178087,-7,05/08/2020 03:09:38,15519,21,questionnaire-8f8c,,6369023,BLIND,1805816,,complete,,5f2a81c56f69112a2c603651,computer,Desktop or Laptop,Linux x86_64,Chrome 84.0.4147.89,1920x1080,1552x931,,Debrief,3,LF,BEGIN QUESTIONNAIRE,
2,1596622272370,05/08/2020 10:11:12,1596622272191,-7,05/08/2020 03:11:12,15519,21,questionnaire-8f8c,,6369023,BLIND,1805816,,complete,,5f2a81c56f69112a2c603651,computer,Desktop or Laptop,Linux x86_64,Chrome 84.0.4147.89,1920x1080,1537x931,,Debrief,3,LF,response-3,Tried to match names to shapes in general. Some of them are color based so it was easy. But some where a bit ambiguous.
3,1596622272619,05/08/2020 10:11:12,1596622272194,-7,05/08/2020 03:11:12,15519,21,questionnaire-8f8c,,6369023,BLIND,1805816,,complete,,5f2a81c56f69112a2c603651,computer,Desktop or Laptop,Linux x86_64,Chrome 84.0.4147.89,1920x1080,1537x931,,Debrief,3,LF,response-4,No
4,1596622272619,05/08/2020 10:11:12,1596622272194,-7,05/08/2020 03:11:12,15519,21,questionnaire-8f8c,,6369023,BLIND,1805816,,complete,,5f2a81c56f69112a2c603651,computer,Desktop or Laptop,Linux x86_64,Chrome 84.0.4147.89,1920x1080,1537x931,,Debrief,3,LF,response-5,Interesting study. Good luck with your research.
5,1596622272619,05/08/2020 10:11:12,1596622272195,-7,05/08/2020 03:11:12,15519,21,questionnaire-8f8c,,6369023,BLIND,1805816,,complete,,5f2a81c56f69112a2c603651,computer,Desktop or Laptop,Linux x86_64,Chrome 84.0.4147.89,1920x1080,1537x931,,Debrief,3,LF,END QUESTIONNAIRE,94108
1,1596622556271,05/08/2020 10:15:56,1596622556806,1,05/08/2020 11:15:56,15519,21,questionnaire-8f8c,,6369165,BLIND,1805848,,complete,,5f2a81c6a340af2b091d3beb,computer,Desktop or Laptop,Windows 8.1,Chrome 84.0.4147.105,1366x768,1518x730,,Debrief,3,LF,BEGIN QUESTIONNAIRE,
2,1596622599335,05/08/2020 10:16:39,1596622600286,1,05/08/2020 11:16:40,15519,21,questionnaire-8f8c,,6369165,BLIND,1805848,,complete,,5f2a81c6a340af2b091d3beb,computer,Desktop or Laptop,Windows 8.1,Chrome 84.0.4147.105,1366x768,1499x730,,Debrief,3,LF,response-3,Tried to remember the colours with the words
3,1596622599413,05/08/2020 10:16:39,1596622600295,1,05/08/2020 11:16:40,15519,21,questionnaire-8f8c,,6369165,BLIND,1805848,,complete,,5f2a81c6a340af2b091d3beb,computer,Desktop or Laptop,Windows 8.1,Chrome 84.0.4147.105,1366x768,1499x730,,Debrief,3,LF,response-4,no
4,1596622599413,05/08/2020 10:16:39,1596622600297,1,05/08/2020 11:16:40,15519,21,questionnaire-8f8c,,6369165,BLIND,1805848,,complete,,5f2a81c6a340af2b091d3beb,computer,Desktop or Laptop,Windows 8.1,Chrome 84.0.4147.105,1366x768,1499x730,,Debrief,3,LF,response-5,Allowing the pictures to show for longer periods would make it easier to remember with the words.
5,1596622599413,05/08/2020 10:16:39,1596622600299,1,05/08/2020 11:16:40,15519,21,questionnaire-8f8c,,6369165,BLIND,1805848,,complete,,5f2a81c6a340af2b091d3beb,computer,Desktop or Laptop,Windows 8.1,Chrome 84.0.4147.105,1366x768,1499x730,,Debrief,3,LF,END QUESTIONNAIRE,43496
